;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;COERÊNCIA;subordinada
86;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   ainda não pagou /  os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro 
87;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   ainda não pagou /  os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro 
88;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   ainda não pagou /  os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro 
89;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   é /  Zé Roberto 
90;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   foi ajudada /  por a retração de 1,69 % 
91;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   foi ajudada /  por a retração de 1,69 % en os preços de os produtos de higiene pessoal , que acumulam redução de 1,91 % 
92;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   foi ajudada /  por a retração en os preços de os produtos , que acumulam redução en o mês 
93;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   foi ajudada /  por a retração en os preços de os produtos de higiene pessoal 
94;65;O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ;O diretor - presidente de a Splice ; afirmou;que ;;a prefeitura  /   morreu /  em um acidente de carro 
95;74;Esta é a primeira vez desde 1930 que os EUA conseguem avançar além de a fase inicial de um campeonato mundial de futebol . ;Esta ; é a primeira vez;desde 1930 que ;;os EUA  /   estão marcados /  por o compromisso em envolver a sociedade como um todo 
96;74;Esta é a primeira vez desde 1930 que os EUA conseguem avançar além de a fase inicial de um campeonato mundial de futebol . ;Esta ; é a primeira vez;que ;;os EUA  /   estão marcados /  em envolver como um todo 
97;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;Ela ; afirma;que ;;as escolas  /   /  
98;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;Ela ; afirma;que ;;as escolas  /   é a primeira vez /  desde 1930 
99;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;Ela ; afirma;que ;;as escolas e as pessoas  /   acompanham /  os Stones 
100;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;Ela ; afirma;que ;;as escolas e as pessoas  /   gosta /  de colocar en a empada de seus adversários 
101;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;Ela ; afirma;que ;;as escolas e as pessoas  /   não podem ficar /  imunes a a tecnologia 
102;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   /  
103;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   disse /  que 
104;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   é /  Rubens Ricupero 
105;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   está /  para dança 
106;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   negou /  que 
107;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   são cantadas /  e a marcha está mais para dança 
108;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   tenham sido desviados /  para fins não - sociais 
109;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   terminou /  e o esporte viveu um novo momento de euforia 
110;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   veio /  como medida saneadora 
111;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   veio /  como medida saneadora pois permite enfrentar com maior firmeza um problema solução era repetidamente adiada por motivos políticos 
112;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   veio /  pois permite enfrentar um problema solução era repetidamente adiada por motivos políticos 
113;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;os recursos  /   viabiliza /  a candidatura de Esperidião Amin a a Presidência 
114;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;O ministro ; negou;que ;;os recursos  /   é a primeira vez /  que os EUA conseguem avançar além de a fase inicial de um campeonato mundial de futebol 
115;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;O ministro ; negou;que ;;os recursos  /   Jagger entediado /  com seus shows , tocando tamborins a o lado de Richards em um avião 
116;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;O ministro ; negou;que ;;os recursos  /   tem /  uma imensa infiltração de água 
117;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;O ministro ; negou;que ;;os recursos  /   tenham sido desviados /  para fins não - sociais 
118;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;O ministro ; negou;que ;;os recursos  /   viveu /  um novo momento de euforia 
119;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   /  
120;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   acabem virando pó /  mesmo 
121;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   afirma /  que 
122;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   alugada /  por a própria Unesp 
123;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   conseguem /  avançar além de a fase inicial de um campeonato mundial de futebol que 
124;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   é /  Rubens Ricupero 
125;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   era repetidamente adiada /  por motivos políticos 
126;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   Jagger entediado /  tocando a o lado de Richards 
127;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   são atacadas /  por os roadies que acompanham os Stones 
128;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   são cantadas /  durante todo o percurso 
129;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   tem /  uma imensa infiltração de água 
130;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   tenham sido desviados /  para fins não - sociais 
131;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   terminou /  com uma grande repercussão 
132;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   veio /  como medida saneadora pois permite enfrentar com maior firmeza 
133;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;os recursos  /   veio /  pois permite enfrentar com maior firmeza 
134;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;Todos jogadores ; sabem;;;quem  /   estão marcados /  por o compromisso 
135;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;Todos jogadores ; sabem;;;quem  /   estão marcados /  por o compromisso em envolver a sociedade como um todo 
136;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;Todos jogadores ; sabem;;;quem  /   negou /  que 
137;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;enquanto ;;garotas nuas  /   foi reduzido /  de quinze filmes por ano , produzidos para os mais jovens 
138;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins a o lado de Richards em um avião enquanto ;;garotas nuas  /   foi reduzido /  de quinze filmes , produzidos para os mais jovens ou estreantes 
139;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;;;um problema  /   Jagger entediado /  tocando em um avião 
140;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;como medida saneadora pois permite enfrentar com maior firmeza ;;um problema  /   Jagger entediado /  tocando tamborins 
141;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   deixou /  nossa pátria 
142;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   disse /  
143;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   foi reduzido /  de quinze filmes por ano , produzidos para estreantes Por sua vez 
144;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   foi reduzido /  de quinze filmes por ano , produzidos para os mais jovens Por sua vez 
145;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   terminou /  com uma grande repercussão e o esporte viveu um novo momento de euforia 
146;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   veio /  como medida saneadora 
147;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   veio /  como medida saneadora pois permite enfrentar com maior firmeza um problema solução era repetidamente adiada por motivos políticos 
148;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   viabiliza /  a candidatura de Esperidião Amin 
149;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   viabiliza /  a candidatura de Esperidião Amin a a Presidência 
150;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;sua candidatura  /   viveu /  um novo momento de euforia 
151;100;Os empresários e empregados de o ramo de papel em São Paulo , por exemplo , fundaram e administram um hospital de 220 leitos que custa , em média , apenas 10 % de o que a empresa recolhe para o INSS . ;Os empresários e empregados de o ramo de papel em São Paulo ; fundaram;;;a empresa  /   recolhe /  para o INSS 
